ANONYMIZED BUSINESS,QUANTITY,Total Sales,count,Cluster,Classified
Business-7bdf,2,1150,1,2,High Value
Business-7c25,622,1200947,423,0,Low Value
Business-7c29,605,1005845,459,0,Low Value
Business-7c37,115,284950,44,2,High Value
Business-7c3d,7,14920,6,2,High Value
Business-7c3e,197,355340,135,2,High Value
Business-7c4e,51,115070,47,2,High Value
Business-7c6a,276,407640,163,2,High Value
Business-7c80,30,59715,17,2,High Value
Business-7c8a,24,94875,23,2,High Value
Business-7c93,25,34737,22,2,High Value
Business-7c94,23,56128,2,2,High Value
Business-7c97,13,25855,3,2,High Value
Business-7c9e,260,689952,177,2,High Value
Business-7cb0,492,1002129,311,0,Low Value
Business-7cb3,44,113220,19,2,High Value
Business-7cc1,16,21730,16,2,High Value
Business-7cc9,22,49300,2,2,High Value
Business-7cd2,6,11220,1,2,High Value
Business-7cd8,27,49800,19,2,High Value
Business-7cdb,7,18210,7,2,High Value
Business-7ce1,4,9640,4,2,High Value
Business-7ce5,3,780,1,2,High Value
Business-7ce8,10,13089,8,2,High Value
Business-7cf4,1950,5151187,479,0,Low Value
Business-7cfa,1,1385,1,2,High Value
Business-7d06,1,4000,1,2,High Value
Business-7d09,45,102275,4,2,High Value
Business-7d0f,3,2350,3,2,High Value
Business-7d11,3,11390,3,2,High Value
Business-7d15,38,218655,10,2,High Value
Business-7d16,14,32020,14,2,High Value
Business-7d23,46,107384,14,2,High Value
Business-7d24,264,518387,233,2,High Value
Business-7d27,58,97745,21,2,High Value
Business-7d30,18,33118,4,2,High Value
Business-7d41,3,6615,3,2,High Value
Business-7d4f,1,5480,1,2,High Value
Business-7d5a,23,95080,2,2,High Value
Business-7d5d,85,98770,62,2,High Value
Business-7d66,4,6950,4,2,High Value
Business-7d69,21,45455,21,2,High Value
Business-7d6b,1,1265,1,2,High Value
Business-7d74,479,1097530,113,2,High Value
Business-7d7e,1096,2442746,557,0,Low Value
Business-7d80,6,10105,6,2,High Value
Business-7d81,583,1388558,453,0,Low Value
Business-7d98,37,63856,28,2,High Value
Business-7d9b,3,7185,3,2,High Value
Business-7d9c,100,318831,40,2,High Value
Business-7da3,2,5970,2,2,High Value
Business-7da7,7,14975,7,2,High Value
Business-7db8,7,6940,7,2,High Value
Business-7dbb,31,114405,6,2,High Value
Business-7dc9,5,4954,3,2,High Value
Business-7dcb,30,103025,19,2,High Value
Business-7dd6,63,115373,51,2,High Value
Business-7de7,5,17380,3,2,High Value
Business-7dec,5,16450,5,2,High Value
Business-7df0,3,4945,3,2,High Value
Business-7e0e,76,173598,11,2,High Value
Business-7e26,10,16800,1,2,High Value
Business-7e2d,5,16435,5,2,High Value
Business-7e2e,55,142550,43,2,High Value
Business-7e52,46,95953,42,2,High Value
Business-7e55,10,28120,6,2,High Value
Business-7e5e,909,4892150,9,0,Low Value
Business-7e69,41,98896,38,2,High Value
Business-7e6f,106,245784,75,2,High Value
Business-7e70,17,53920,7,2,High Value
Business-7e71,361,587271,311,2,High Value
Business-7e89,2,9840,2,2,High Value
Business-7e9d,474,1043292,89,2,High Value
Business-7eb1,175,397750,73,2,High Value
Business-7ef7,6,4731,6,2,High Value
Business-7efb,29,56230,28,2,High Value
Business-7eff,801,1674013,222,0,Low Value
Business-7f09,2,7500,2,2,High Value
Business-7f0d,24,49010,22,2,High Value
Business-7f24,2,7335,2,2,High Value
Business-7f28,262,445773,220,2,High Value
Business-7f2c,37,60481,32,2,High Value
Business-7f36,308,724296,251,2,High Value
Business-7f41,351,897610,290,2,High Value
Business-7f63,3,7935,2,2,High Value
Business-7f6a,159,326161,56,2,High Value
Business-7f72,473,974332,81,2,High Value
Business-7f77,248,350950,155,2,High Value
Business-7f7e,1,6160,1,2,High Value
Business-7f82,6,12450,2,2,High Value
Business-7f97,5,8450,1,2,High Value
Business-7f9f,2,9650,2,2,High Value
Business-7fa0,46,100454,16,2,High Value
Business-7fa2,3,6330,3,2,High Value
Business-7fa5,140,350630,95,2,High Value
Business-7fab,4,8890,3,2,High Value
Business-7fda,665,1239443,387,0,Low Value
Business-800c,8,14420,7,2,High Value
Business-800e,314,534678,260,2,High Value
Business-8011,6,11770,4,2,High Value
Business-8020,12,14870,2,2,High Value
Business-802a,47,59731,33,2,High Value
Business-8037,21,23330,16,2,High Value
Business-8038,25,48260,23,2,High Value
Business-803c,6,16180,4,2,High Value
Business-804a,2,7615,2,2,High Value
Business-8052,14,18210,14,2,High Value
Business-8076,5,15210,5,2,High Value
Business-8077,626,1474181,142,2,High Value
Business-8089,87,151650,69,2,High Value
Business-809e,5,4435,4,2,High Value
Business-80b3,4303,9275497,1236,1,Medium Value
Business-80c7,3,6060,3,2,High Value
Business-80d7,233,430258,43,2,High Value
Business-80fa,3,7445,3,2,High Value
Business-8109,2,11420,1,2,High Value
Business-810a,3,8300,3,2,High Value
Business-810b,19,19750,19,2,High Value
Business-8119,3788,11727274,379,1,Medium Value
Business-8121,187,528880,79,2,High Value
Business-8123,11,67982,4,2,High Value
Business-814d,1,1300,1,2,High Value
Business-8157,104,145460,93,2,High Value
Business-8159,191,265071,148,2,High Value
Business-8177,50,135480,44,2,High Value
Business-817d,30,34040,8,2,High Value
Business-81b7,48,84190,43,2,High Value
Business-81b9,7,21780,7,2,High Value
Business-81e2,1,2800,1,2,High Value
Business-81f1,1,4050,1,2,High Value
Business-81f5,14,39070,12,2,High Value
Business-8202,16,32800,8,2,High Value
Business-8216,5,17140,4,2,High Value
Business-821e,309,683086,201,2,High Value
Business-822f,4,6990,2,2,High Value
Business-8232,20,90480,9,2,High Value
Business-823a,3,1305,3,2,High Value
Business-8250,27,79860,5,2,High Value
Business-8261,20,32630,19,2,High Value
Business-8264,92,179453,75,2,High Value
Business-8266,59,111650,27,2,High Value
Business-826f,211,427930,86,2,High Value
Business-827a,25,30719,20,2,High Value
Business-82a3,232,614495,45,2,High Value
Business-82a8,133,318495,35,2,High Value
Business-82b1,125,182986,114,2,High Value
Business-82bc,3,2970,3,2,High Value
Business-82c6,184,342059,169,2,High Value
Business-82c7,105,199063,90,2,High Value
Business-82c9,100,187150,32,2,High Value
Business-82d2,104,201205,32,2,High Value
Business-82dc,2,3040,1,2,High Value
Business-82e9,13,11085,9,2,High Value
Business-82ed,1,1295,1,2,High Value
Business-830d,3,4715,3,2,High Value
Business-8314,20,39050,6,2,High Value
Business-8327,10,19910,9,2,High Value
Business-8329,2,2172,2,2,High Value
Business-8337,235,237092,210,2,High Value
Business-8341,28,43240,8,2,High Value
Business-8346,10,19275,8,2,High Value
Business-834b,63,145919,22,2,High Value
Business-835e,17,53695,10,2,High Value
Business-8360,2,8805,2,2,High Value
Business-8373,33,106760,10,2,High Value
Business-838c,3,12100,3,2,High Value
Business-838f,1802,4657589,447,0,Low Value
Business-8393,5,12920,5,2,High Value
Business-8395,89,190304,17,2,High Value
Business-839f,11,18596,10,2,High Value
Business-83a0,361,745561,176,2,High Value
Business-83a7,5,3225,1,2,High Value
Business-83aa,17,34025,16,2,High Value
Business-83c1,8,12150,6,2,High Value
Business-83c8,1,2040,1,2,High Value
Business-83cd,1591,4246215,378,0,Low Value
Business-83ce,5,21000,1,2,High Value
Business-83dd,758,1636219,108,2,High Value
Business-83f0,2,2420,2,2,High Value
Business-83f6,4,5770,3,2,High Value
Business-8401,413,886030,105,2,High Value
Business-840f,2,7020,1,2,High Value
Business-8429,7,11080,7,2,High Value
Business-842b,2,940,1,2,High Value
Business-8430,1,1745,1,2,High Value
Business-843b,164,357735,111,2,High Value
Business-843e,6,8865,6,2,High Value
Business-8448,574,1139772,500,0,Low Value
Business-844e,26,40880,19,2,High Value
Business-845f,906,2232137,134,0,Low Value
Business-8475,9,18310,9,2,High Value
Business-847b,1,1260,1,2,High Value
Business-848c,2,7420,2,2,High Value
Business-848f,4,6400,4,2,High Value
Business-84a6,3,17622,3,2,High Value
Business-84bc,526,1261497,114,2,High Value
Business-84f4,20,41820,13,2,High Value
Business-84f8,27,52375,10,2,High Value
Business-8502,1,4220,1,2,High Value
Business-8504,293,835987,191,2,High Value
Business-8513,841,1942578,521,0,Low Value
Business-851c,1,4530,1,2,High Value
Business-8520,12,16225,11,2,High Value
Business-8528,5,12716,5,2,High Value
Business-8529,4,5660,2,2,High Value
Business-8535,373,1067823,264,2,High Value
Business-8542,45,145125,2,2,High Value
Business-8554,21,38839,11,2,High Value
Business-8561,19,25714,19,2,High Value
Business-856e,172,236582,128,2,High Value
Business-8576,3,8173,3,2,High Value
Business-8594,8,6310,8,2,High Value
Business-85ad,1,1121,1,2,High Value
Business-85ca,1346,3442455,419,0,Low Value
Business-85cf,30,46826,30,2,High Value
Business-85dd,9,12030,8,2,High Value
Business-85e2,8,12270,5,2,High Value
Business-85f1,11,20630,2,2,High Value
Business-8603,179,353850,152,2,High Value
Business-8611,10,25356,9,2,High Value
Business-861f,16,43380,5,2,High Value
Business-863b,102,195847,78,2,High Value
Business-8647,1155,2898764,467,0,Low Value
Business-864f,78,167745,67,2,High Value
Business-8654,1,55,1,2,High Value
Business-865c,8,17840,4,2,High Value
Business-8672,1,5320,1,2,High Value
Business-8680,65,72460,42,2,High Value
Business-8689,4,11800,2,2,High Value
Business-868e,18,13754,8,2,High Value
Business-8691,3,2945,3,2,High Value
Business-8697,256,487303,210,2,High Value
Business-869b,2,2650,2,2,High Value
Business-86a4,23,60575,14,2,High Value
Business-86a8,184,438853,125,2,High Value
Business-86ac,1,1510,1,2,High Value
Business-86b1,131,279032,124,2,High Value
Business-86b9,200,304000,1,2,High Value
Business-86bc,21,53326,19,2,High Value
Business-86c7,50,178400,2,2,High Value
Business-86d4,82,222427,57,2,High Value
Business-86f0,42,130308,9,2,High Value
Business-86f8,79,83606,57,2,High Value
Business-8701,273,617497,241,2,High Value
Business-8711,6,9980,4,2,High Value
Business-872a,2,2560,2,2,High Value
Business-8740,27,73466,25,2,High Value
Business-8749,5,6770,4,2,High Value
Business-8754,208,501341,46,2,High Value
Business-8765,226,557561,193,2,High Value
Business-876f,189,458246,162,2,High Value
Business-8791,57,253840,29,2,High Value
Business-879a,10,30625,2,2,High Value
Business-87b7,40,35735,34,2,High Value
Business-87fa,3,4530,2,2,High Value
Business-8823,27,31500,20,2,High Value
Business-8828,54,159545,43,2,High Value
Business-8829,2,2300,1,2,High Value
Business-8837,2,2650,2,2,High Value
Business-883a,162,370981,137,2,High Value
Business-884f,130,514856,23,2,High Value
Business-8854,219,444364,115,2,High Value
Business-885e,27,33495,9,2,High Value
Business-886b,31,79447,31,2,High Value
Business-8870,320,701660,102,2,High Value
Business-8881,14,24595,14,2,High Value
Business-8896,1,2540,1,2,High Value
Business-88ce,1,1470,1,2,High Value
Business-88e2,110,168393,107,2,High Value
Business-88e8,13,12355,5,2,High Value
Business-88f2,2,1362,2,2,High Value
Business-88f5,1603,3146453,313,0,Low Value
Business-88fe,3,8160,3,2,High Value
Business-8909,38,56025,26,2,High Value
Business-890d,726,1420101,143,2,High Value
Business-8914,290,606052,76,2,High Value
Business-891a,81,106286,76,2,High Value
Business-8925,50,108330,11,2,High Value
Business-892a,5,17765,3,2,High Value
Business-893b,35,81957,18,2,High Value
Business-8940,7,42900,2,2,High Value
Business-8944,9,27985,4,2,High Value
Business-8960,159,371570,75,2,High Value
Business-8987,39,141549,5,2,High Value
Business-898c,764,2381922,524,0,Low Value
Business-89ab,28,53560,4,2,High Value
Business-89ac,183,305210,162,2,High Value
Business-89c7,23,41110,23,2,High Value
Business-89da,110,189060,89,2,High Value
Business-89de,12,11965,9,2,High Value
Business-89ea,161,261570,125,2,High Value
Business-89fd,61,111580,60,2,High Value
Business-8a0e,2,3380,1,2,High Value
Business-8a10,78,121420,16,2,High Value
Business-8a17,5,10880,5,2,High Value
Business-8a2f,14,13235,10,2,High Value
Business-8a31,200,479765,110,2,High Value
Business-8a4e,11,18720,2,2,High Value
Business-8a4f,18,9560,17,2,High Value
Business-8a69,296,592340,52,2,High Value
Business-8a86,4,9920,3,2,High Value
Business-8a88,8,6994,8,2,High Value
Business-8a95,3,6990,3,2,High Value
Business-8aad,3,2985,2,2,High Value
Business-8ab1,52,130730,51,2,High Value
Business-8abb,1067,2411752,268,0,Low Value
Business-8ac5,2,4940,2,2,High Value
Business-8acb,75,154820,17,2,High Value
Business-8aee,14,43770,11,2,High Value
Business-8b00,186,725089,85,2,High Value
Business-8b08,236,316635,155,2,High Value
Business-8b2a,4,16200,1,2,High Value
Business-8b36,135,210180,127,2,High Value
Business-8b41,2,1090,2,2,High Value
Business-8b4f,692,1603887,501,0,Low Value
Business-8b5c,4,5080,2,2,High Value
Business-8b66,1,4350,1,2,High Value
Business-8b71,1,1260,1,2,High Value
Business-8b77,103,269588,80,2,High Value
Business-8b96,1,3870,1,2,High Value
Business-8b9b,509,1189109,338,0,Low Value
Business-8baf,38,13540,24,2,High Value
Business-8bb0,73,154287,37,2,High Value
Business-8bb4,107,230931,86,2,High Value
Business-8bbf,1097,2734035,1016,0,Low Value
Business-8bc0,1,1880,1,2,High Value
Business-8bc4,1,2115,1,2,High Value
Business-8be0,400,789783,76,2,High Value
Business-8bf5,66,160376,56,2,High Value
Business-8bf9,15,28900,12,2,High Value
Business-8bfd,13,32145,10,2,High Value
Business-8bfe,3,4550,2,2,High Value
Business-8c10,1,1420,1,2,High Value
Business-8c1b,7,18460,5,2,High Value
Business-8c48,15,17700,14,2,High Value
Business-8c49,143,259738,123,2,High Value
Business-8c56,25,53640,23,2,High Value
Business-8c70,658,1566409,355,0,Low Value
Business-8c9c,1043,2914003,666,0,Low Value
Business-8ca3,6,4140,6,2,High Value
Business-8ca4,1,5500,1,2,High Value
Business-8ca5,3,6335,3,2,High Value
Business-8cb5,9,12761,9,2,High Value
Business-8cb7,6,8760,3,2,High Value
Business-8cd7,2,5440,2,2,High Value
Business-8cf2,1,2450,1,2,High Value
Business-8cf7,1,5350,1,2,High Value
Business-8d06,287,480312,262,2,High Value
Business-8d1d,2,2910,2,2,High Value
Business-8d38,7,13755,7,2,High Value
Business-8d3c,1890,4678697,913,0,Low Value
Business-8d44,185,396698,140,2,High Value
Business-8d45,18,42525,8,2,High Value
Business-8d52,562,1068047,467,0,Low Value
Business-8d64,147,294333,20,2,High Value
Business-8d75,10,9045,9,2,High Value
Business-8d7e,1,1240,1,2,High Value
Business-8d87,1,5370,1,2,High Value
Business-8d9c,15,24545,11,2,High Value
Business-8d9d,2,260,2,2,High Value
Business-8dac,7,13630,5,2,High Value
Business-8db8,9,11265,9,2,High Value
Business-8dd9,7,10120,6,2,High Value
Business-8de9,1,5465,1,2,High Value
Business-8dfa,78,354026,63,2,High Value
Business-8dfb,32,83280,5,2,High Value
Business-8e04,1,3870,1,2,High Value
Business-8e16,1,2720,1,2,High Value
Business-8e3c,14,19750,13,2,High Value
Business-8e4a,15,20140,12,2,High Value
Business-8e52,95,168476,89,2,High Value
Business-8e5d,408,1178310,34,2,High Value
Business-8e62,8,33600,1,2,High Value
Business-8e69,5,6755,5,2,High Value
Business-8e6f,3,14220,2,2,High Value
Business-8e85,269,465925,248,2,High Value
Business-8eaa,4,7980,4,2,High Value
Business-8edf,1,796,1,2,High Value
Business-8ee0,2,2740,1,2,High Value
Business-8ee7,1,1720,1,2,High Value
Business-8ef0,87,194003,81,2,High Value
Business-8f0e,3,9690,2,2,High Value
Business-8f1c,3,4130,3,2,High Value
Business-8f2f,4,16770,4,2,High Value
Business-8f4e,401,779584,245,2,High Value
Business-8f5e,1,2460,1,2,High Value
Business-8f6d,1206,3093284,241,0,Low Value
Business-8f7d,73,184029,69,2,High Value
Business-8f7e,5,4360,4,2,High Value
Business-8f86,356,473069,228,2,High Value
Business-8f8d,844,1727019,662,0,Low Value
Business-8fae,807,2275427,436,0,Low Value
Business-8fb0,7,10550,7,2,High Value
Business-8fc9,4,6550,2,2,High Value
Business-8fcf,38,53040,30,2,High Value
Business-8ff6,3,5880,3,2,High Value
Business-9011,4,21800,1,2,High Value
Business-9020,14,15000,11,2,High Value
Business-9045,1,4260,1,2,High Value
Business-9048,38,84275,8,2,High Value
Business-905b,134,175191,131,2,High Value
Business-9066,178,360740,96,2,High Value
Business-906b,16,23159,15,2,High Value
Business-9084,1,1960,1,2,High Value
Business-9086,2,5760,2,2,High Value
Business-90a3,1,4060,1,2,High Value
Business-90ad,55,42783,40,2,High Value
Business-90af,1182,2753220,40,0,Low Value
Business-90d8,3,4920,3,2,High Value
Business-90e2,1,2070,1,2,High Value
Business-90f4,1,4100,1,2,High Value
Business-912c,1077,2949216,588,0,Low Value
Business-913b,50,77328,27,2,High Value
Business-9140,88,215230,53,2,High Value
Business-9147,52,79970,52,2,High Value
Business-9159,206,452110,158,2,High Value
Business-9166,46,155100,35,2,High Value
Business-9179,237,467773,157,2,High Value
Business-9184,1132,2687522,281,0,Low Value
Business-9187,2,7340,2,2,High Value
Business-9193,74,134095,66,2,High Value
Business-91a4,306,712480,29,2,High Value
Business-91b3,114,176826,89,2,High Value
Business-91b5,147,338837,52,2,High Value
Business-91b6,7,17700,2,2,High Value
Business-9226,166,344105,83,2,High Value
Business-922b,20,35200,1,2,High Value
Business-9239,1162,2575742,529,0,Low Value
Business-9246,2,5860,2,2,High Value
Business-924d,12,15605,12,2,High Value
Business-9256,27,51140,6,2,High Value
Business-9258,4,975,2,2,High Value
Business-925d,314,623357,137,2,High Value
Business-926b,1107,2606752,599,0,Low Value
Business-9274,1,1510,1,2,High Value
Business-9279,6,19140,3,2,High Value
Business-9280,110,229837,97,2,High Value
Business-928a,4,11330,2,2,High Value
Business-929c,9,40100,4,2,High Value
Business-92a9,15,36070,10,2,High Value
Business-92b5,14,30235,14,2,High Value
Business-92b6,10,32445,3,2,High Value
Business-92eb,163,300495,83,2,High Value
Business-92ec,10,36304,9,2,High Value
Business-92ed,129,187940,126,2,High Value
Business-930d,123,151625,74,2,High Value
Business-9317,100,205650,61,2,High Value
Business-9338,7,14118,7,2,High Value
Business-9343,206,315351,179,2,High Value
Business-9354,4,5750,4,2,High Value
Business-9370,44,85385,44,2,High Value
Business-937b,20,37550,11,2,High Value
Business-9383,19,47971,4,2,High Value
Business-9392,30,41770,26,2,High Value
Business-93a0,1,7000,1,2,High Value
Business-93a5,11,13120,10,2,High Value
Business-93a6,6,17010,6,2,High Value
Business-93e2,80,138835,60,2,High Value
Business-93eb,425,741845,210,2,High Value
Business-93f4,2,3440,2,2,High Value
Business-93f6,105,155165,85,2,High Value
Business-9412,17,20255,16,2,High Value
Business-9452,80,236060,58,2,High Value
Business-946e,37,103381,29,2,High Value
Business-949f,175,415509,130,2,High Value
Business-94a2,265,612520,72,2,High Value
Business-94de,12,24280,5,2,High Value
Business-94e3,24,43400,11,2,High Value
Business-94f3,209,424904,76,2,High Value
Business-94f5,52,63480,37,2,High Value
Business-9510,10,23445,10,2,High Value
Business-9511,6,19275,6,2,High Value
Business-9512,1,2360,1,2,High Value
Business-951e,46,80885,18,2,High Value
Business-9528,20,90425,8,2,High Value
Business-952a,121,445127,38,2,High Value
Business-9540,1523,2302294,936,0,Low Value
Business-9547,1,3550,1,2,High Value
Business-959b,2,5840,2,2,High Value
Business-95a5,1249,2861800,82,0,Low Value
Business-95ab,9,11320,9,2,High Value
Business-95b1,70,230833,50,2,High Value
Business-95c5,28,58640,28,2,High Value
Business-95c9,12,20965,11,2,High Value
Business-95d4,21,68655,19,2,High Value
Business-95db,79,290195,52,2,High Value
Business-9614,2,4250,2,2,High Value
Business-962a,1,5680,1,2,High Value
Business-9632,310,417175,40,2,High Value
Business-964a,3,2295,2,2,High Value
Business-9657,2108,5207341,511,0,Low Value
Business-965c,1281,2974603,268,0,Low Value
Business-965d,5,6325,1,2,High Value
Business-966a,6,17370,3,2,High Value
Business-966e,775,951948,647,0,Low Value
Business-9695,161,334850,122,2,High Value
Business-9697,3,2110,3,2,High Value
Business-9699,16,29875,14,2,High Value
Business-969a,14,21695,7,2,High Value
Business-96bb,4,5260,3,2,High Value
Business-96c3,8,14870,6,2,High Value
Business-96c6,10,8549,9,2,High Value
Business-96c9,8,12385,8,2,High Value
Business-96d3,118,147583,79,2,High Value
Business-96eb,542,981732,335,0,Low Value
Business-9712,50,116890,24,2,High Value
Business-9718,6,12195,6,2,High Value
Business-9725,3,7950,3,2,High Value
Business-9732,19,43200,3,2,High Value
Business-9741,10,14130,6,2,High Value
Business-9756,3,15015,3,2,High Value
Business-9768,617,1313058,211,2,High Value
Business-9770,471,980871,55,2,High Value
Business-978c,2,3480,1,2,High Value
Business-978e,14023,28076363,2619,1,Medium Value
Business-97ae,47,51692,39,2,High Value
Business-97c7,5,7410,3,2,High Value
Business-97cf,19,21515,18,2,High Value
Business-97d2,787,2730912,233,0,Low Value
Business-97df,1,1935,1,2,High Value
Business-97e8,3,4605,3,2,High Value
Business-97e9,30,140550,2,2,High Value
Business-9807,469,1403874,124,2,High Value
Business-9813,10,23278,5,2,High Value
Business-9817,8,1795,4,2,High Value
Business-9867,4,9790,3,2,High Value
Business-9872,884,2799403,271,0,Low Value
Business-98b5,39,105210,35,2,High Value
Business-98ba,2,520,2,2,High Value
Business-98bc,2,2640,2,2,High Value
Business-98d1,596,1911795,54,2,High Value
Business-98d4,500,865971,431,0,Low Value
Business-98d9,1,1860,1,2,High Value
Business-98de,5,5915,5,2,High Value
Business-98e4,846,1751747,669,0,Low Value
Business-9909,420,957674,306,2,High Value
Business-990e,2,1620,2,2,High Value
Business-9911,228,560104,152,2,High Value
Business-9916,1,760,1,2,High Value
Business-9917,1,7370,1,2,High Value
Business-9918,23,41975,19,2,High Value
Business-991a,104,166826,87,2,High Value
Business-9937,1,1540,1,2,High Value
Business-9960,16,20035,14,2,High Value
Business-996a,2242,4897209,367,0,Low Value
Business-9978,13,14920,13,2,High Value
Business-997c,10,18480,9,2,High Value
Business-9981,24,41245,23,2,High Value
Business-9983,5,4120,3,2,High Value
Business-998c,114,197147,108,2,High Value
Business-99bb,15,25670,14,2,High Value
Business-99da,12,25725,12,2,High Value
Business-99e4,11,45067,10,2,High Value
Business-99e9,157,359060,68,2,High Value
Business-99f1,118,240165,54,2,High Value
Business-99fe,18,44985,13,2,High Value
Business-9a15,25,45270,10,2,High Value
Business-9a2d,11,55295,6,2,High Value
Business-9a59,3,7790,3,2,High Value
Business-9a60,1,1845,1,2,High Value
Business-9a67,37,64869,37,2,High Value
Business-9a6c,2,2980,2,2,High Value
Business-9a6e,1,1075,1,2,High Value
Business-9a87,20,85000,2,2,High Value
Business-9a8e,4,17080,1,2,High Value
Business-9a8f,15,53140,3,2,High Value
Business-9aa1,3,5180,2,2,High Value
Business-9ab5,124,211610,96,2,High Value
Business-9ac7,2,1475,2,2,High Value
Business-9add,316,654650,36,2,High Value
Business-9b3a,1075,2611274,481,0,Low Value
Business-9b47,14,39575,13,2,High Value
Business-9b4a,3,7170,3,2,High Value
Business-9b7b,14,29860,3,2,High Value
Business-9ba4,2,10320,2,2,High Value
Business-9baf,1674,4022894,507,0,Low Value
Business-9bb3,135,324460,33,2,High Value
Business-9bc8,90,145720,88,2,High Value
Business-9bdd,18,41010,9,2,High Value
Business-9be8,1,1680,1,2,High Value
Business-9be9,1,3970,1,2,High Value
Business-9beb,50,89350,3,2,High Value
Business-9bf9,18,32224,18,2,High Value
Business-9c04,9,37533,7,2,High Value
Business-9c3d,47,84360,39,2,High Value
Business-9c5a,56,157995,52,2,High Value
Business-9c61,13,43145,13,2,High Value
Business-9caf,4,7330,4,2,High Value
Business-9cb1,131,315736,62,2,High Value
Business-9cb4,77,108580,60,2,High Value
Business-9ccb,7,5885,7,2,High Value
Business-9cdf,365,565333,253,2,High Value
Business-9ce3,34,145010,9,2,High Value
Business-9cff,462,945751,133,2,High Value
Business-9d04,57,162195,56,2,High Value
Business-9d16,1,1750,1,2,High Value
Business-9d26,25,49740,20,2,High Value
Business-9d47,1,755,1,2,High Value
Business-9d5f,19,49145,15,2,High Value
Business-9d6e,18,70392,8,2,High Value
Business-9d7c,245,442320,152,2,High Value
Business-9d95,1,1590,1,2,High Value
Business-9dab,23,26550,20,2,High Value
Business-9daf,221,455845,32,2,High Value
Business-9dd9,58,114230,57,2,High Value
Business-9dfa,2,3605,2,2,High Value
Business-9e08,64,127270,53,2,High Value
Business-9e0c,3,5610,3,2,High Value
Business-9e27,4,2340,4,2,High Value
Business-9e30,86,305237,56,2,High Value
Business-9e50,8,13055,6,2,High Value
Business-9e5f,2,3340,1,2,High Value
Business-9e71,22,28865,21,2,High Value
Business-9e91,2,5130,1,2,High Value
Business-9ea0,41,42227,38,2,High Value
Business-9ead,12,23585,11,2,High Value
Business-9ec2,5,8900,1,2,High Value
Business-9ec3,11,17290,2,2,High Value
Business-9ec4,54,110490,43,2,High Value
Business-9ed4,9,23534,7,2,High Value
Business-9edf,93,274815,87,2,High Value
Business-9ee1,24,54805,6,2,High Value
Business-9eec,262,554560,227,2,High Value
Business-9f41,11,14465,2,2,High Value
Business-9f4f,15,60565,14,2,High Value
Business-9f61,2,3375,2,2,High Value
Business-9f90,7,45000,3,2,High Value
Business-9fa0,1,1300,1,2,High Value
Business-9fa6,20,42458,17,2,High Value
Business-9faf,117,221193,114,2,High Value
Business-9fba,5,11115,4,2,High Value
Business-9fd0,942,3198259,247,0,Low Value
Business-9fd1,260,666200,48,2,High Value
Business-9fd8,2,4260,2,2,High Value
Business-9feb,6,10920,2,2,High Value
Business-9fed,36,40485,20,2,High Value
Business-9ff8,59,71520,49,2,High Value
Business-9ffe,2,3770,1,2,High Value
Business-a002,4,11110,4,2,High Value
Business-a012,11,31280,9,2,High Value
Business-a02b,553,1190765,98,2,High Value
Business-a043,30,32775,28,2,High Value
Business-a05f,12,24099,12,2,High Value
Business-a061,68,140280,8,2,High Value
Business-a062,56,223390,28,2,High Value
Business-a078,86,156139,80,2,High Value
Business-a07f,2,778,2,2,High Value
Business-a085,75,173692,41,2,High Value
Business-a09e,5,18660,5,2,High Value
Business-a0aa,2,3440,2,2,High Value
Business-a0bd,14,16626,13,2,High Value
Business-a0c1,17,41330,11,2,High Value
Business-a0d9,2,3165,2,2,High Value
Business-a12f,3,2865,3,2,High Value
Business-a132,143,380057,63,2,High Value
Business-a13e,12,38950,10,2,High Value
Business-a149,1,2180,1,2,High Value
Business-a15a,58,133951,39,2,High Value
Business-a15d,9,22795,8,2,High Value
Business-a166,3,390,2,2,High Value
Business-a16a,18,44770,4,2,High Value
Business-a170,709,1501613,307,0,Low Value
Business-a171,700,1717855,432,0,Low Value
Business-a172,1,4290,1,2,High Value
Business-a187,321,724746,72,2,High Value
Business-a18e,27,85220,26,2,High Value
Business-a18f,4,7305,4,2,High Value
Business-a196,262,558969,31,2,High Value
Business-a197,49,59095,40,2,High Value
Business-a19a,22,36538,21,2,High Value
Business-a1a6,2,1000,1,2,High Value
Business-a1a7,443,977098,45,2,High Value
Business-a1b0,16,34705,16,2,High Value
Business-a1be,41,70670,36,2,High Value
Business-a1db,146,285000,129,2,High Value
Business-a1f1,240,806416,170,2,High Value
Business-a21f,18,21692,17,2,High Value
Business-a221,387,950952,295,2,High Value
Business-a223,797,1898523,120,2,High Value
Business-a225,12,20350,5,2,High Value
Business-a22f,434,936907,246,2,High Value
Business-a24a,204,383867,130,2,High Value
Business-a25b,19,39435,7,2,High Value
Business-a264,125,279571,36,2,High Value
Business-a282,97,298238,74,2,High Value
Business-a28f,7,31920,3,2,High Value
Business-a298,47,110410,27,2,High Value
Business-a2a1,102,185008,70,2,High Value
Business-a2ae,4,7030,2,2,High Value
Business-a2b1,1,1380,1,2,High Value
Business-a2ba,3,4850,3,2,High Value
Business-a2c1,6,21526,5,2,High Value
Business-a2cb,4,3060,3,2,High Value
Business-a2d5,1,2350,1,2,High Value
Business-a2d7,5,979,2,2,High Value
